,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),Reference,Tag
10857,CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CN(C)C=O,424.0,605.0,,0.777,4.568201724,https://doi.org/10.1016/j.dyepig.2017.07.069,10858
10858,CCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O,433.0,520.0,,0.475,4.556302501,https://doi.org/10.1016/j.dyepig.2017.07.069,10859
10859,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,ClCCl,470.0,584.0,,0.005,4.591064607,https://doi.org/10.1016/j.dyepig.2017.07.069,10860
10860,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1CCOC1,456.0,597.0,,0.405,4.643452676,https://doi.org/10.1016/j.dyepig.2017.07.069,10861
10861,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CCOC(C)=O,460.0,580.0,,0.801,4.544068044,https://doi.org/10.1016/j.dyepig.2017.07.069,10862
10862,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1COCCO1,464.0,618.0,,0.969,4.579783597,https://doi.org/10.1016/j.dyepig.2017.07.069,10863
10863,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC(C)=O,464.0,574.0,,0.223,4.84509804,https://doi.org/10.1016/j.dyepig.2017.07.069,10864
10864,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC#N,430.0,496.0,,0.025,4.505149978,https://doi.org/10.1016/j.dyepig.2017.07.069,10865
10865,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CN(C)C=O,418.0,504.0,,0.651,4.612783857,https://doi.org/10.1016/j.dyepig.2017.07.069,10866
10866,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O,430.0,517.0,,0.622,4.707570176,https://doi.org/10.1016/j.dyepig.2017.07.069,10867
10867,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,ClCCl,479.0,594.0,,0.047,4.602059991,https://doi.org/10.1016/j.dyepig.2017.07.069,10868
10868,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1CCOC1,464.0,651.0,,0.458,4.62324929,https://doi.org/10.1016/j.dyepig.2017.07.069,10869
10869,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CCOC(C)=O,462.0,654.0,,0.443,4.591064607,https://doi.org/10.1016/j.dyepig.2017.07.069,10870
10870,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,C1COCCO1,466.0,620.0,,0.813,4.653212514,https://doi.org/10.1016/j.dyepig.2017.07.069,10871
10871,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC(C)=O,465.0,574.0,,0.251,4.579783597,https://doi.org/10.1016/j.dyepig.2017.07.069,10872
10872,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CC#N,427.0,554.0,,0.105,4.531478917,https://doi.org/10.1016/j.dyepig.2017.07.069,10873
10873,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CN(C)C=O,426.0,605.0,,0.638,4.591064607,https://doi.org/10.1016/j.dyepig.2017.07.069,10874
10874,CCCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O,430.0,627.0,,0.322,4.491361694,https://doi.org/10.1016/j.dyepig.2017.07.069,10875
10875,CCN(CC)c1ccc(-c2ccc(-c3nc(N4CCOCC4)c4ccccc4n3)s2)cc1,Cc1ccccc1,405.0,476.0,,0.67,,DOI: 10.1016/j.mencom.2018.01.002,10876
10876,CCN(CC)c1ccc(-c2ccc(-c3nc(N4CCOCC4)c4ccccc4n3)s2)cc1,CC#N,401.0,544.0,,0.23,,DOI: 10.1016/j.mencom.2018.01.002,10877
10877,CCN(CC)c1ccc(-c2ccc(-c3nc(C#N)c4ccccc4n3)s2)cc1,Cc1ccccc1,402.0,471.0,,,,DOI: 10.1016/j.mencom.2018.01.002,10878
10878,CCN(CC)c1ccc(-c2ccc(-c3nc(C#N)c4ccccc4n3)s2)cc1,CC#N,397.0,539.0,,,,DOI: 10.1016/j.mencom.2018.01.002,10879
10879,CCN(CC)c1ccc(-c2ccc(-c3nc4ccccc4c(=O)[nH]3)s2)cc1,Cc1ccccc1,410.0,490.0,,0.71,,DOI: 10.1016/j.mencom.2018.01.002,10880
10880,CCN(CC)c1ccc(-c2ccc(-c3nc4ccccc4c(=O)[nH]3)s2)cc1,CC#N,404.0,541.0,,0.28,,DOI: 10.1016/j.mencom.2018.01.002,10881
10881,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CCCCCC,339.0,399.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10882
10882,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,C1CCCCC1,339.0,400.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10883
10883,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,C1COCCO1,341.0,405.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10884
10884,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,C1CCOC1,342.0,406.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10885
10885,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CCOC(C)=O,340.0,405.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10886
10886,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,ClC(Cl)Cl,337.0,401.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10887
10887,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,ClCCl,335.0,412.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10888
10888,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CN(C)C=O,344.0,409.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10889
10889,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CC(C)(C)O,345.0,410.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10890
10890,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CS(C)=O,346.0,415.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10891
10891,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CC#N,334.0,411.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10892
10892,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CC(C)O,340.0,412.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10893
10893,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CCCCO,340.0,414.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10894
10894,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CCO,340.0,414.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10895
10895,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CO,341.0,416.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10896
10896,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,OCCO,342.0,421.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10897
10897,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,O,342.0,452.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10898
10898,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCCC,338.0,401.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10899
10899,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCCCC1,340.0,404.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10900
10900,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1COCCO1,341.0,407.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10901
10901,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCOC1,344.0,408.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10902
10902,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCOC(C)=O,341.0,407.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10903
10903,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClC(Cl)Cl,339.0,413.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10904
10904,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClCCl,335.0,413.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10905
10905,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CN(C)C=O,346.0,413.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10906
10906,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)(C)O,346.0,411.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10907
10907,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CS(C)=O,347.0,417.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10908
10908,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC#N,338.0,411.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10909
10909,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)O,343.0,413.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10910
10910,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCO,344.0,414.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10911
10911,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCO,343.0,414.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10912
10912,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CO,342.0,417.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10913
10913,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,OCCO,343.0,426.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10914
10914,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,O,343.0,440.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10915
10915,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCCC,340.0,402.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10916
10916,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCCCC1,341.0,400.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10917
10917,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1COCCO1,344.0,408.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10918
10918,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCOC1,348.0,410.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10919
10919,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCOC(C)=O,344.0,409.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10920
10920,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClC(Cl)Cl,346.0,415.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10921
10921,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClCCl,341.0,415.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10922
10922,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CN(C)C=O,347.0,414.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10923
10923,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)(C)O,346.0,412.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10924
10924,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CS(C)=O,348.0,417.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10925
10925,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC#N,337.0,415.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10926
10926,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)O,345.0,416.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10927
10927,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCO,345.0,417.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10928
10928,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCO,344.0,417.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10929
10929,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CO,344.0,422.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10930
10930,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,OCCO,344.0,425.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10931
10931,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,O,346.0,441.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10932
10932,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCCC,342.0,402.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10933
10933,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCCCC1,344.0,406.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10934
10934,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1COCCO1,347.0,410.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10935
10935,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCOC1,348.0,412.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10936
10936,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCOC(C)=O,346.0,412.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10937
10937,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClC(Cl)Cl,343.0,415.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10938
10938,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClCCl,341.0,420.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10939
10939,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CN(C)C=O,351.0,423.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10940
10940,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)(C)O,350.0,414.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10941
10941,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CS(C)=O,352.0,431.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10942
10942,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC#N,340.0,421.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10943
10943,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)O,347.0,418.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10944
10944,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCO,349.0,420.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10945
10945,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCO,346.0,422.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10946
10946,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CO,346.0,428.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10947
10947,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,OCCO,346.0,429.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10948
10948,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,O,354.0,444.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10949
10949,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CCCCCC,353.0,401.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10950
10950,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,C1CCCCC1,355.0,398.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10951
10951,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,C1COCCO1,361.0,424.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10952
10952,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,C1CCOC1,363.0,426.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10953
10953,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CCOC(C)=O,347.0,421.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10954
10954,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,ClC(Cl)Cl,344.0,430.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10955
10955,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,ClCCl,343.0,424.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10956
10956,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CN(C)C=O,364.0,434.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10957
10957,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CC(C)(C)O,368.0,431.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10958
10958,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CS(C)=O,366.0,439.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10959
10959,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CC#N,357.0,425.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10960
10960,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CC(C)O,367.0,434.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10961
10961,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CCCCO,367.0,436.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10962
10962,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CCO,364.0,429.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10963
10963,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,CO,361.0,434.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10964
10964,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,OCCO,363.0,438.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10965
10965,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(C(F)(F)F)cc1,O,358.0,449.0,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10966
10966,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCCCCC,383.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10967
10967,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,C1CCCCC1,385.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10968
10968,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,C1COCCO1,393.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10969
10969,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,C1CCOC1,402.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10970
10970,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCOC(C)=O,397.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10971
10971,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,ClC(Cl)Cl,398.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10972
10972,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,ClCCl,392.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10973
10973,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CN(C)C=O,407.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10974
10974,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CC(C)(C)O,407.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10975
10975,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CS(C)=O,410.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10976
10976,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CC#N,392.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10977
10977,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CC(C)O,404.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10978
10978,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCCCO,405.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10979
10979,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCO,402.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10980
10980,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CO,399.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10981
10981,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,OCCO,401.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10982
10982,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,O,395.0,,,,,https://doi.org/10.1016/j.jlumin.2018.02.007,10983
10983,CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCCCC,400.0,440.0,0.28,0.059,,https://doi.org/10.1016/j.cplett.2004.10.154,10984
10984,CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCCOCCCC,,,0.28,0.068,,https://doi.org/10.1016/j.cplett.2004.10.154,10985
10985,CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCOCC,400.0,509.0,0.32,0.085,,https://doi.org/10.1016/j.cplett.2004.10.154,10986
10986,CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,C1CCOC1,,,0.35,0.098,,https://doi.org/10.1016/j.cplett.2004.10.154,10987
10987,CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCO,,,0.51,0.187,,https://doi.org/10.1016/j.cplett.2004.10.154,10988
10988,CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CC#N,402.0,589.0,0.56,0.223,,https://doi.org/10.1016/j.cplett.2004.10.154,10989
10989,Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CCCCCC,390.0,442.0,0.29,0.043,,https://doi.org/10.1016/j.cplett.2004.10.154,10990
10990,Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CCCCOCCCC,,,0.38,0.061,,https://doi.org/10.1016/j.cplett.2004.10.154,10991
10991,Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CCOCC,388.0,527.0,0.49,0.082,,https://doi.org/10.1016/j.cplett.2004.10.154,10992
10992,Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,C1CCOC1,,,0.51,0.087,,https://doi.org/10.1016/j.cplett.2004.10.154,10993
10993,Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CCO,,,0.58,0.168,,https://doi.org/10.1016/j.cplett.2004.10.154,10994
10994,Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CC#N,392.0,599.0,0.61,0.212,,https://doi.org/10.1016/j.cplett.2004.10.154,10995
10995,Cc1cc(-c2ccccc2)cc(C)[o+]1,ClCCl,343.0,434.0,0.78,0.011,4.380211242,https://doi.org/10.1016/S0009-2614(97)00140-1,10996
10996,Cc1cc(-c2ccccc2C)cc(C)[o+]1,ClCCl,343.0,469.0,4.6,0.05,4.079181246,https://doi.org/10.1016/S0009-2614(97)00140-1,10997
10997,Cc1ccc(-c2cc(C)[o+]c(C)c2)cc1,ClCCl,365.0,417.0,3.3,0.27,4.477121255,https://doi.org/10.1016/S0009-2614(97)00140-1,10998
10998,CCCCCCCCCCCCc1ccc(-c2cc(C)[o+]c(C)c2)cc1,ClCCl,370.0,418.0,3.1,0.37,4.544068044,https://doi.org/10.1016/S0009-2614(97)00140-1,10999
10999,Cc1cc(-c2ccc(C(C)(C)C)cc2)cc(C)[o+]1,ClCCl,365.0,417.0,2.1,0.25,4.531478917,https://doi.org/10.1016/S0009-2614(97)00140-1,11000
11000,Cc1cc(-c2ccccc2)cc(C)[o+]1,CC#N,326.0,462.0,12.1,0.1,4.361727836,https://doi.org/10.1016/S0009-2614(97)00140-1,11001
11001,Cc1cc(-c2ccccc2C)cc(C)[o+]1,CC#N,327.0,518.0,12.2,0.1,3.986771734,https://doi.org/10.1016/S0009-2614(97)00140-1,11002
